Lambda Execution Result (Latest Run):
INIT_REPORT Init Duration: 10003.05 ms	Phase: init	Status: timeout

=== Experiment Errors ===

/usr/local/lib/python3.11/site-packages/joblib/_multiprocessing_helpers.py:44: UserWarning: [Errno 2] No such file or directory.  joblib will operate in serial mode

warnings.warn("%s.  joblib will operate in serial mode" % (e,))
2025-09-21 13:24:57,287 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,288 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,288 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,288 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,289 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,289 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,289 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,289 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,289 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,290 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,290 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,290 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,291 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,291 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,291 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,291 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,292 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,292 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,292 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,292 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,293 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,293 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,293 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,293 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,294 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,294 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,294 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,294 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,295 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,295 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,295 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,295 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,296 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,296 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,296 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,296 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,297 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,297 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,297 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,297 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,298 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,298 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,298 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,298 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,299 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,299 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,307 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,307 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,308 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,308 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,308 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,308 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,309 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,309 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,309 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,309 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,310 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,310 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,310 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,310 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,311 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,311 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,311 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,311 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,312 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,312 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,312 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,312 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,313 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,313 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,313 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,313 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,314 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,314 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,314 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,315 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,315 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,315 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,315 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,316 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,316 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,316 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,316 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,317 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,317 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,317 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,317 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,318 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,318 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,318 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,318 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,319 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,319 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,319 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,319 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,320 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,320 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,320 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,320 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,320 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,321 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,321 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,321 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,321 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,321 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,321 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,322 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,322 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,322 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,322 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,322 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,323 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,323 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,327 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,327 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,328 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,328 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,328 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,328 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,329 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,329 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,329 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,329 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,330 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,330 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,330 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,330 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,331 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,331 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,331 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,331 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,332 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,332 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,332 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,332 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,333 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,333 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,333 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,333 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,334 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,334 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,334 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,334 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,335 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,335 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,335 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,347 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,348 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,348 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,348 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,348 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,349 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,349 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,349 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,350 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,350 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,350 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,350 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,350 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,351 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,351 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,351 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,352 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,352 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,352 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,352 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,353 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,353 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,353 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,353 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,354 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,354 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,354 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,354 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,355 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,355 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,355 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,355 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,356 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,356 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,356 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,356 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,357 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,357 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,357 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,357 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,358 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,358 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,358 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,358 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,359 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,367 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,368 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,368 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,368 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,368 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,369 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,369 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,369 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,369 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,370 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,370 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,370 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,370 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,371 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,371 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,371 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,371 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,372 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,372 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,372 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,372 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,373 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,373 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,373 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,373 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,374 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,374 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,374 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,374 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,375 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,375 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,375 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,375 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,376 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,376 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,376 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,376 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,376 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,377 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,377 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,377 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,377 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,377 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,378 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,378 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,378 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,378 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,379 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,379 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,379 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,387 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,388 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,388 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,388 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,388 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,389 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,389 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,389 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,389 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,390 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,390 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,390 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,390 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,390 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,391 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,391 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,391 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,391 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,393 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,393 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,394 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,394 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,394 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,394 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,395 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,395 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,395 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,395 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,395 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,396 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,396 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,396 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,396 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,396 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,397 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,397 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,397 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,397 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,397 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,398 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,398 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,398 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,398 - INFO - Extracting features from 1 texts

2025-09-21 13:24:57,399 - INFO - Routing text to nearest prototypes

2025-09-21 13:24:57,399 - INFO - Activated 30 reference samples via 3 nearest prototypes

2025-09-21 13:24:57,402 - INFO - Evaluation Results:

2025-09-21 13:24:57,402 - INFO - Accuracy: 58.00%

2025-09-21 13:24:57,402 - INFO - F1 Score: 0.5800

2025-09-21 13:24:57,402 - INFO - Confidence range: 0.53 - 1.00

2025-09-21 13:24:57,402 - INFO - Sample predictions:

2025-09-21 13:24:57,402 - INFO - Text 1: Predicted=AI, Actual=AI, Confidence=0.77

2025-09-21 13:24:57,402 - INFO - Text 2: Predicted=AI, Actual=AI, Confidence=0.79

2025-09-21 13:24:57,402 - INFO - Text 3: Predicted=Human, Actual=AI, Confidence=0.65

2025-09-21 13:24:57,402 - INFO - Text 4: Predicted=Human, Actual=Human, Confidence=0.86

2025-09-21 13:24:57,402 - INFO - Text 5: Predicted=AI, Actual=AI, Confidence=0.79

2025-09-21 13:24:57,402 - INFO - MoSEs framework demonstration completed successfully

{

"experimentStatusCode": 200,

"body": {

"message": "Experiment completed successfully",

"returncode": 0,

"stdout": "",

